Year,Longitude,Latitude,Data
2023,-63.5467,-59.49,417.67
2023,-63.5333,-59.65,477.36
2023,-63.4254,-59.0132,417.45
2023,-62.5072,82.4508,427.63
2023,-62.4933,-59.0027,417.71
2023,-59.432,13.165,424.39
2023,-38.422,72.5962,427.66
2023,-27.375,38.766,428.96
2023,-26.21,-75.605,415.64
2023,-24.8,-89.98,421.14
2023,-20.2884,63.3998,511.36
2023,-16.499,28.309,425.4
2023,-14.4,-7.9667,420.8
2023,-9.899,53.326,432.97
2023,-4.93,41.81,432.71
2023,5.6322,23.2625,423.93
2023,11.0245,47.8011,446.49
2023,11.8084,50.0301,435.45
2023,11.8883,78.9067,521.79
2023,12.6322,35.5181,434.09
2023,15.03,-23.58,422.75
2023,16.6521,46.9559,452.32
2023,18.4891,-34.3523,419.49
2023,24.1157,67.9733,440.51
2023,35.0605,29.9646,436.01
2023,39.59,-69.0125,422.99
2023,47.7667,-53.8833,416.67
2023,47.7667,-53.85,416.51
2023,47.9333,-58.8167,416.88
2023,51.8478,-46.4337,417.95
2023,55.5325,-4.6824,1261.41
2023,100.318,-0.202,633.14
2023,100.8964,36.2879,430.04
2023,114.3711,10.3786,429.12
2023,116.7297,20.6992,438.37
2023,120.87,23.47,431.69
2023,126.1328,36.7376,452.01
2023,126.3295,36.5389,445.68
2023,144.656,13.386,511.88
2023,144.69,-40.683,421.35
2023,174.126,52.7112,430.84
2023,174.871,-41.4083,422.06
